UI_Group,UI_Target,Predictor,Mean_ABS_SHAP,SHAP_Rank
Mobile_UI,mobile_price_display,primary_persona,0.03249707758068944,1
Mobile_UI,mobile_price_display,Openness,0.031527534732739775,2
Mobile_UI,mobile_price_display,Neuroticism,0.030925553746621037,3
Mobile_UI,mobile_price_display,Conscientiousness,0.030910939872922694,4
Mobile_UI,mobile_price_display,Agreeableness,0.029843773610591304,5
Mobile_UI,mobile_price_display,primary_device,0.02349523923801245,6
Mobile_UI,mobile_price_display,current_mood,0.018332763891280097,7
Mobile_UI,mobile_price_display,Extraversion,0.01576860229496305,8
Mobile_UI,mobile_filter_location,primary_device,0.05132729692284529,1
Mobile_UI,mobile_filter_location,Extraversion,0.03925642497415474,2
Mobile_UI,mobile_filter_location,primary_persona,0.03297269707530181,3
Mobile_UI,mobile_filter_location,Openness,0.02571268668442072,4
Mobile_UI,mobile_filter_location,Agreeableness,0.0236125975274854,5
Mobile_UI,mobile_filter_location,Neuroticism,0.020613244434514167,6
Mobile_UI,mobile_filter_location,Conscientiousness,0.01587371718219997,7
Mobile_UI,mobile_filter_location,current_mood,0.006662525123605376,8
Mobile_UI,mobile_quick_view,Extraversion,0.049285545205458935,1
Mobile_UI,mobile_quick_view,Neuroticism,0.03731637753335371,2
Mobile_UI,mobile_quick_view,primary_device,0.033529921393612126,3
Mobile_UI,mobile_quick_view,Openness,0.031180198803633603,4
Mobile_UI,mobile_quick_view,current_mood,0.02596836123136077,5
Mobile_UI,mobile_quick_view,Agreeableness,0.025916461961751177,6
Mobile_UI,mobile_quick_view,Conscientiousness,0.020296657831807636,7
Mobile_UI,mobile_quick_view,primary_persona,0.01490520758354032,8
Mobile_UI,mobile_review_display,primary_persona,0.046796666769425496,1
Mobile_UI,mobile_review_display,Agreeableness,0.04586741908697923,2
Mobile_UI,mobile_review_display,current_mood,0.03127558505846573,3
Mobile_UI,mobile_review_display,Openness,0.030723631752783972,4
Mobile_UI,mobile_review_display,Neuroticism,0.02922421958178708,5
Mobile_UI,mobile_review_display,primary_device,0.021805644374532317,6
Mobile_UI,mobile_review_display,Conscientiousness,0.018966437954644408,7
Mobile_UI,mobile_review_display,Extraversion,0.017503028506697643,8
Mobile_UI,mobile_sticky_header,Agreeableness,0.07812896262476739,1
Mobile_UI,mobile_sticky_header,Neuroticism,0.04256340213363032,2
Mobile_UI,mobile_sticky_header,Extraversion,0.04118327545787505,3
Mobile_UI,mobile_sticky_header,primary_persona,0.031087422284812156,4
Mobile_UI,mobile_sticky_header,Conscientiousness,0.02806316185185758,5
Mobile_UI,mobile_sticky_header,primary_device,0.025458965836916637,6
Mobile_UI,mobile_sticky_header,Openness,0.018653467878778286,7
Mobile_UI,mobile_sticky_header,current_mood,0.007370708897946043,8
Mobile_UI,mobile_touch_size,Agreeableness,0.043439563700711274,1
Mobile_UI,mobile_touch_size,Neuroticism,0.033359071146380155,2
Mobile_UI,mobile_touch_size,primary_device,0.02866462575270191,3
Mobile_UI,mobile_touch_size,Extraversion,0.023885900849035017,4
Mobile_UI,mobile_touch_size,current_mood,0.021343658096014868,5
Mobile_UI,mobile_touch_size,Openness,0.01833159035683275,6
Mobile_UI,mobile_touch_size,primary_persona,0.016966405260966773,7
Mobile_UI,mobile_touch_size,Conscientiousness,0.01564775150897687,8
